Index,Price,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
429,33950,Kia,Soul EV,2018,4,5,Transmission: 1-Speed Automatic,Front Wheel Drive,10.90 sec,,109 hp,8000,210 ft-lbs.,2730,,,"					Electric",Transmission: 1-Speed Automatic,,,,,,,,,8.21,,Strut,Torsion Beam,"					Front Disc Brakes","					Rear Disc Brakes",11.80 in.,11.10 in.,NA in.,"					ABS Brakes",4-Wheel,P205/60HR16,P205/60HR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P205/60HR16,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","3,289 lbs.",,,,,,,163.00 in.,70.9,63.00 in.,101.20 in.,62.00 in.,62.40 in.,5.90 in.,35.00 ft.,39.60 in.,40.90 in.,55.50 in.,53.20 in.,39.50 in.,36.00 in.,54.70 in.,49.30 in.,,,,
430,27900,Kia,Sportage,2018,4,5,"Transmission: Electronic 6-Speed Automatic w/OD -inc: sportmatic shifting,",All Wheel Drive,7.84 sec,23 mpg,181 hp,6000,175 ft-lbs.,4000,4,2.40 L,"					Gas","Transmission: Electronic 6-Speed Automatic w/OD -inc: sportmatic shifting,",4.21,2.64,1.8,1.39,1,0.77,,,3.19,3.38,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.00 in.,11.90 in.,NA in.,"					ABS Brakes",4-Wheel,P235/55HR18,P235/55HR18,18.00 in.,18.00 in.,7.00 in.,7.00 in.,P235/55HR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,448 lbs.",16.40 gal.,165 lbs,"1,650 lbs","1,650 lbs",165 lbs,"1,650 lbs",176.40 in.,73,65.20 in.,105.10 in.,63.50 in.,64.00 in.,6.80 in.,34.80 ft.,39.30 in.,41.50 in.,57.10 in.,54.30 in.,39.10 in.,38.20 in.,55.10 in.,51.20 in.,,,,
431,34100,Kia,Stinger,2018,4,5,,All Wheel Drive,,24 mpg,255 hp,6200,260 ft-lbs.,1400,4,2.00 L,"					Gas",,3.96,2.47,1.61,1.18,1,0.83,0.65,0.56,3.73,2.27,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.60 in.,12.40 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45VR18,P225/45VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P225/45VR18,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,15.90 gal.,,,,,,190.20 in.,73.6,55.10 in.,114.40 in.,62.80 in.,64.80 in.,,38.40 ft.,38.30 in.,42.60 in.,56.40 in.,55.50 in.,37.00 in.,36.40 in.,54.80 in.,56.10 in.,,,,
432,417650,Lamborghini,Aventador,2018,2,2,Transmission: ISR 7 Speed Automatic,All Wheel Drive,,,729 hp,8400,507 ft-lbs.,5500,12,6.50 L,"					Gas",Transmission: ISR 7 Speed Automatic,3.91,2.44,1.81,1.46,1.19,0.97,0.89,,2.86,2.93,Double Wishbone Pushrod,Double Wishbone Pushrod,"					Front Disc Brakes","					Rear Disc Brakes",15.70 in.,15.00 in.,NA in.,"					ABS Brakes",4-Wheel,P255/30YR20,P355/25YR21,20.00 in.,21.00 in.,9.00 in.,13.00 in.,P355/25YR21,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor",,22.50 gal.,,,,,,188.90 in.,79.9,44.70 in.,106.30 in.,67.70 in.,66.90 in.,4.10 in.,,,,,,,,,,,,,
433,199800,Lamborghini,Huracan,2018,2,2,Transmission: Lamborghini Doppia Frizione 7-Speed -inc: dual clutch gearbox and electronically controlled wet multi-disc clutch,All Wheel Drive,,16 mpg,630 hp,8000,442 ft-lbs.,6500,10,5.20 L,"					Gas",Transmission: Lamborghini Doppia Frizione 7-Speed -inc: dual clutch gearbox and electronically controlled wet multi-disc clutch,,,,,,,,,,,Double Wishbone,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",15.00 in.,14.00 in.,NA in.,"					ABS Brakes",4-Wheel,P245/30YR20,P305/30YR20,20.00 in.,20.00 in.,8.50 in.,11.00 in.,P305/30YR20,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor",,21.10 gal.,,,,,,177.40 in.,75.8,45.90 in.,103.20 in.,65.70 in.,63.80 in.,,,,,,,,,,,,,,
434,52090,Land Rover,Discovery,2018,4,5,Transmission: ZF 8-Speed Automatic,Four Wheel Drive,,,340 hp,6500,332 ft-lbs.,3500,6,3.00 L,"					Gas",Transmission: ZF 8-Speed Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,,3.29,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.20 in.,13.80 in.,NA in.,"					ABS Brakes",4-Wheel,P235/65VR19,P235/65VR19,19.00 in.,19.00 in.,7.50 in.,7.50 in.,P235/65VR19,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,23.50 gal.,820 lbs,"8,201 lbs","8,201 lbs",820 lbs,"8,201 lbs",195.70 in.,78.7,73.00 in.,115.00 in.,66.50 in.,66.40 in.,8.70 in.,40.40 ft.,40.00 in.,42.40 in.,60.40 in.,57.80 in.,,,,,,,,
435,49395,Land Rover,Discovery Sport,2018,4,5,Transmission: 9-Speed Automatic,Four Wheel Drive,,,286 hp,5500,295 ft-lbs.,1500,4,2.00 L,"					Gas",Transmission: 9-Speed Automatic,4.7,2.84,1.9,1.38,1,0.8,0.7,0.58,,3.8,Strut,Strut,"					Front Disc Brakes","					Rear Disc Brakes",12.80 in.,11.80 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45VR20,P245/45VR20,20.00 in.,20.00 in.,8.00 in.,8.00 in.,P245/45VR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,18.50 gal.,,,,,,180.70 in.,74.6,67.90 in.,107.90 in.,63.80 in.,64.20 in.,8.30 in.,38.10 ft.,40.20 in.,42.00 in.,57.40 in.,,,,,,,,,
436,96050,Land Rover,Range Rover,2018,4,5,Transmission: ZF 8-Speed Automatic -inc: steering wheel mounted paddle shift and 2-speed electronically controlled transfer case,Four Wheel Drive,,,254 hp,3750,443 ft-lbs.,1500,6,3.00 L,"					Gas",Transmission: ZF 8-Speed Automatic -inc: steering wheel mounted paddle shift and 2-speed electronically controlled transfer case,4.7,3.13,2.1,1.67,1.29,1,0.84,0.67,,3.32,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.70 in.,12.80 in.,NA in.,"					ABS Brakes",4-Wheel,P255/50WR20,P255/50WR20,20.00 in.,20.00 in.,8.50 in.,8.50 in.,P255/50WR20,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,22.70 gal.,772 lbs,"7,716 lbs","7,716 lbs",772 lbs,"7,716 lbs",196.80 in.,78.1,73.30 in.,115.00 in.,66.60 in.,66.30 in.,8.70 in.,40.50 ft.,39.30 in.,42.50 in.,60.70 in.,,,,,,,,,
437,65600,Land Rover,Range Rover Evoque,2018,4,5,Transmission: 9-Speed Automatic,Four Wheel Drive,,24 mpg,286 hp,5500,295 ft-lbs.,1500,4,2.00 L,"					Gas",Transmission: 9-Speed Automatic,4.7,2.84,1.9,1.38,1,0.8,0.7,0.58,3.75,3.8,Strut,Strut,"					Front Disc Brakes","					Rear Disc Brakes",11.80 in.,11.90 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45VR20,P245/45VR20,20.00 in.,20.00 in.,9.00 in.,9.00 in.,P245/45VR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,18.50 gal.,,,,,,171.50 in.,74.8,64.40 in.,104.80 in.,,,8.40 in.,,,,,,,,,,,,,
438,74350,Land Rover,Range Rover Sport,2018,4,5,Transmission: 8-Speed Automatic w/CommandShift,Four Wheel Drive,7.76 sec,,254 hp,3750,443 ft-lbs.,1500,6,3.00 L,"					Gas",Transmission: 8-Speed Automatic w/CommandShift,4.7,3.13,2.1,1.67,1.29,1,0.84,0.67,3.21,3.32,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.70 in.,12.80 in.,NA in.,"					ABS Brakes",4-Wheel,P255/55YR20,P255/55YR20,20.00 in.,20.00 in.,9.50 in.,9.50 in.,P255/55YR20,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","4,773 lbs.",22.70 gal.,772 lbs,"7,716 lbs","7,716 lbs",772 lbs,"7,716 lbs",192.00 in.,78.1,71.00 in.,115.00 in.,66.50 in.,66.30 in.,7.90 in.,40.60 ft.,39.50 in.,42.20 in.,60.70 in.,,,,,,,,,
439,69100,Land Rover,Range Rover Velar,2018,4,5,Transmission: 8-Speed Automatic,Four Wheel Drive,,28 mpg,180 hp,4000,317 ft-lbs.,1500,4,2.00 L,"					Gas",Transmission: 8-Speed Automatic,4.71,3.14,2.11,1.67,1.28,1,0.84,0.67,,3.29,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.80 in.,12.80 in.,NA in.,"					ABS Brakes",4-Wheel,P265/45WR21,P265/45WR21,21.00 in.,21.00 in.,8.50 in.,8.50 in.,P265/45WR21,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor",,15.90 gal.,165 lbs,"1,653 lbs","1,653 lbs",165 lbs,"1,653 lbs",188.90 in.,76.1,65.60 in.,113.00 in.,64.60 in.,65.20 in.,8.40 in.,38.10 ft.,38.20 in.,40.30 in.,57.20 in.,,,,,,,,,
440,41820,Lexus,ES,2018,4,5,,Front Wheel Drive,,40 mpg,200 hp,5700,156 ft-lbs.,4500,4,2.50 L,"					Gas",,,,,,,,,,3.54,,Strut,Strut,"					Front Disc Brakes","					Rear Disc Brakes",11.60 in.,11.00 in.,NA in.,"					ABS Brakes",4-Wheel,P215/55VR17,P215/55VR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/55VR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,682 lbs.",17.20 gal.,,,,,,193.30 in.,71.7,57.10 in.,111.00 in.,62.60 in.,62.00 in.,,37.40 ft.,37.50 in.,41.90 in.,57.60 in.,54.80 in.,37.50 in.,40.00 in.,55.00 in.,53.80 in.,,,,
441,51100,Lexus,GS,2018,4,5,"Transmission: 8-Speed Sequential-Shift -inc: paddle shifters, ECO, normal, sport S and sport S+ (some models)",Rear Wheel Drive,7.11 sec,24 mpg,241 hp,5800,258 ft-lbs.,1650,4,2.00 L,"					Gas","Transmission: 8-Speed Sequential-Shift -inc: paddle shifters, ECO, normal, sport S and sport S+ (some models)",4.6,2.72,1.86,1.46,1.23,1,0.82,0.69,3.13,4.06,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.00 in.,12.20 in.,NA in.,"					ABS Brakes",4-Wheel,P235/40VR19,P265/35VR19,19.00 in.,19.00 in.,8.00 in.,9.00 in.,P265/35VR19,Compact,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor","3,805 lbs.",17.40 gal.,,,,,,192.10 in.,72.4,57.30 in.,112.20 in.,62.00 in.,62.60 in.,5.10 in.,34.80 ft.,38.00 in.,42.30 in.,57.30 in.,54.50 in.,37.80 in.,36.80 in.,55.70 in.,54.10 in.,,,,
442,84350,Lexus,GS F,2018,4,5,Transmission: 8 Speed Sport Direct Shift Automatic -inc: paddle shift and manual mode,Rear Wheel Drive,4.21 sec,19 mpg,467 hp,7100,389 ft-lbs.,4800,8,5.00 L,"					Gas",Transmission: 8 Speed Sport Direct Shift Automatic -inc: paddle shift and manual mode,4.6,2.72,1.86,1.46,1.23,1,0.82,0.69,2.94,2.18,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.00 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P255/35YR19,P275/35YR19,19.00 in.,19.00 in.,9.00 in.,10.00 in.,P275/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","4,034 lbs.",17.40 gal.,,,,,,193.50 in.,72.6,56.70 in.,112.20 in.,61.20 in.,61.40 in.,5.10 in.,36.80 ft.,38.90 in.,40.60 in.,57.20 in.,54.40 in.,37.80 in.,32.80 in.,55.70 in.,54.20 in.,,,,
443,52155,Lexus,GX,2018,4,7,Transmission: 6-Speed Sequential-Shift Auto w/ECT,Four Wheel Drive,,16 mpg,301 hp,5500,329 ft-lbs.,3500,8,4.60 L,"					Gas",Transmission: 6-Speed Sequential-Shift Auto w/ECT,3.52,2.04,1.4,1,0.72,0.59,,,,3.22,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.30 in.,12.30 in.,NA in.,"					ABS Brakes",4-Wheel,P265/60HR18,P265/60HR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P265/60HR18,Full-Size,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,23.00 gal.,650 lbs,"6,500 lbs","6,500 lbs",650 lbs,"6,500 lbs",192.10 in.,74.2,74.20 in.,109.80 in.,62.40 in.,62.40 in.,8.10 in.,38.10 ft.,38.00 in.,41.70 in.,55.40 in.,56.50 in.,40.40 in.,34.10 in.,57.30 in.,55.20 in.,35.20 in.,29.30 in.,54.50 in.,43.10 in.
444,40660,Lexus,IS,2018,4,5,Transmission: 6-speed Super ECT Automatic -inc: steering wheel-mounted paddle shifters,All Wheel Drive,6.35 sec,22 mpg,260 hp,6400,236 ft-lbs.,2000,6,3.50 L,"					Gas",Transmission: 6-speed Super ECT Automatic -inc: steering wheel-mounted paddle shifters,3.52,2.04,1.4,1,0.71,0.58,,,3.77,3.17,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.20 in.,12.20 in.,NA in.,"					ABS Brakes",4-Wheel,P225/45VR17,P225/45VR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P225/45VR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,737 lbs.",17.40 gal.,,,,,,184.30 in.,71.3,56.30 in.,110.20 in.,60.40 in.,61.00 in.,5.10 in.,35.40 ft.,38.20 in.,44.80 in.,55.90 in.,54.30 in.,36.90 in.,32.20 in.,53.40 in.,54.00 in.,,,,
445,92000,Lexus,LC,2018,2,4,Transmission: 10-Speed Sport Direct Shift Automatic -inc: paddle shift and manual mode,Rear Wheel Drive,4.38 sec,19 mpg,471 hp,7100,398 ft-lbs.,4800,8,5.00 L,"					Gas",Transmission: 10-Speed Sport Direct Shift Automatic -inc: paddle shift and manual mode,4.92,3.15,2.35,1.88,1.46,1.19,1,0.79,2.94,5.17,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.30 in.,12.10 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45YR20,P275/40YR20,20.00 in.,20.00 in.,8.50 in.,9.50 in.,P275/40YR20,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,280 lbs.",21.70 gal.,,,,,,187.40 in.,75.6,53.00 in.,113.00 in.,64.20 in.,64.40 in.,5.20 in.,35.40 ft.,37.20 in.,42.00 in.,56.50 in.,54.10 in.,32.20 in.,32.50 in.,48.90 in.,43.70 in.,,,,
446,78220,Lexus,LS,2018,4,5,Transmission: 10-Speed Automatic,All Wheel Drive,5.47 sec,21 mpg,416 hp,6000,442 ft-lbs.,1600,6,3.50 L,"					Gas",Transmission: 10-Speed Automatic,4.92,3.15,2.35,1.88,1.46,1.19,1,0.79,,5.17,Multi-Link,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",14.00 in.,13.10 in.,NA in.,"					ABS Brakes",4-Wheel,P245/50VR19,P245/50VR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P245/50VR19,NA,Aluminum,Aluminum,NA,"					Tire Pressure Monitor","4,905 lbs.",21.70 gal.,,,,,,206.10 in.,74.8,57.90 in.,123.00 in.,64.20 in.,64.40 in.,,19.70 ft.,37.30 in.,41.00 in.,58.80 in.,55.50 in.,37.30 in.,38.90 in.,56.40 in.,55.10 in.,,,,
447,90630,Lexus,LX,2018,4,8,Transmission: 8-Speed Sequential-Shift Auto w/ECT,Four Wheel Drive,,15 mpg,383 hp,5600,403 ft-lbs.,3600,8,5.70 L,"					Gas",Transmission: 8-Speed Sequential-Shift Auto w/ECT,4.79,2.81,1.84,1.43,1.21,1,0.82,0.67,,3.79,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.90 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P285/50VR20,P285/50VR20,20.00 in.,20.00 in.,8.50 in.,8.50 in.,P285/50VR20,Full-Size,Aluminum,Aluminum,Aluminum,"					Tire Pressure Monitor",,24.60 gal.,700 lbs,"7,000 lbs","7,000 lbs",700 lbs,"7,000 lbs",199.40 in.,78,73.40 in.,112.20 in.,64.80 in.,64.60 in.,8.90 in.,,38.30 in.,42.90 in.,61.00 in.,58.80 in.,38.90 in.,34.40 in.,61.40 in.,58.50 in.,35.80 in.,28.30 in.,62.30 in.,56.60 in.
448,37385,Lexus,NX,2018,4,5,Transmission: 6-Speed Multi-Mode Auto -inc: electronically controlled transmission w/intelligence (ECT-i),All Wheel Drive,7.28 sec,24 mpg,235 hp,4800,258 ft-lbs.,1650,4,2.00 L,"					Gas",Transmission: 6-Speed Multi-Mode Auto -inc: electronically controlled transmission w/intelligence (ECT-i),3.3,1.9,1.42,1,0.71,0.61,,,3.89,4.15,Strut,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",11.70 in.,11.20 in.,NA in.,"					ABS Brakes",4-Wheel,P225/65HR17,P225/65HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P225/65HR17,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,050 lbs.",15.90 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",182.30 in.,73.6,64.80 in.,104.70 in.,62.20 in.,62.20 in.,6.90 in.,39.80 ft.,38.20 in.,42.80 in.,57.30 in.,55.10 in.,38.10 in.,36.10 in.,55.30 in.,53.90 in.,,,,
449,43330,Lexus,RC,2018,2,4,Transmission: 6-Speed Electronic Automatic -inc: steering wheel-mounted paddle shifters,All Wheel Drive,6.55 sec,21 mpg,260 hp,6600,236 ft-lbs.,4800,6,3.50 L,"					Gas",Transmission: 6-Speed Electronic Automatic -inc: steering wheel-mounted paddle shifters,3.52,2.04,1.4,1,0.71,0.58,,,3.77,3.17,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.20 in.,12.20 in.,NA in.,"					ABS Brakes",4-Wheel,P235/45VR18,P235/45VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P235/45VR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,891 lbs.",17.40 gal.,,,,,,184.80 in.,72.4,55.10 in.,107.50 in.,62.20 in.,61.80 in.,5.30 in.,34.80 ft.,39.00 in.,45.40 in.,54.70 in.,53.90 in.,34.80 in.,27.30 in.,50.80 in.,44.90 in.,,,,
450,64650,Lexus,RC F,2018,2,4,Transmission: 8 Speed Sport Direct Shift Automatic -inc: paddle shift and manual mode,Rear Wheel Drive,4.15 sec,19 mpg,467 hp,7100,389 ft-lbs.,4800,8,5.00 L,"					Gas",Transmission: 8 Speed Sport Direct Shift Automatic -inc: paddle shift and manual mode,4.6,2.72,1.86,1.46,1.23,1,0.82,0.69,2.94,4.06,Double Wishbone,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",15.00 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P255/35YR19,P275/35YR19,19.00 in.,19.00 in.,9.00 in.,10.00 in.,P275/35YR19,NA,Forged Aluminum,Forged Aluminum,NA,"					Tire Pressure Monitor","3,958 lbs.",17.40 gal.,,,,,,185.20 in.,72.6,54.70 in.,107.50 in.,61.20 in.,61.40 in.,5.10 in.,35.40 ft.,37.80 in.,45.40 in.,50.70 in.,53.90 in.,35.00 in.,27.30 in.,46.10 in.,47.80 in.,,,,
451,44870,Lexus,RX,2018,4,5,Transmission: 8-Speed Automatic -inc: Electronically Controlled Transmission (ECT) and smart stop technology,All Wheel Drive,6.51 sec,22 mpg,295 hp,6300,267 ft-lbs.,4700,6,3.50 L,"					Gas",Transmission: 8-Speed Automatic -inc: Electronically Controlled Transmission (ECT) and smart stop technology,5.25,3.03,1.95,1.46,1.22,1,0.81,0.67,2.28,4.01,Strut,Double Wishbone,"					Front Disc Brakes","					Rear Disc Brakes",12.90 in.,13.30 in.,NA in.,"					ABS Brakes",4-Wheel,P235/65VR18,P235/65VR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P235/65VR18,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,387 lbs.",19.20 gal.,350 lbs,"3,500 lbs","3,500 lbs",350 lbs,"3,500 lbs",192.50 in.,74.6,67.70 in.,109.80 in.,64.40 in.,64.00 in.,,45.20 ft.,39.40 in.,44.10 in.,57.80 in.,56.60 in.,39.10 in.,38.00 in.,57.60 in.,56.10 in.,,,,
452,67415,Lincoln,Continental,2018,4,5,Transmission: 6-Speed Auto w/SelectShift -inc: paddle shifters,All Wheel Drive,5.32 sec,20 mpg,335 hp,5700,380 ft-lbs.,3500,6,2.70 L,"					Gas",Transmission: 6-Speed Auto w/SelectShift -inc: paddle shifters,4.48,2.87,1.84,1.41,1,0.74,,,3.16,2.88,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.90 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40WR20,P245/40WR20,20.00 in.,20.00 in.,8.50 in.,8.50 in.,P245/40WR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,523 lbs.",19.00 gal.,,,,,,201.40 in.,75.3,58.50 in.,117.90 in.,63.20 in.,64.10 in.,,41.80 ft.,39.30 in.,44.40 in.,58.30 in.,55.90 in.,37.70 in.,41.30 in.,55.90 in.,54.80 in.,,,,
453,48380,Lincoln,MKC,2018,4,5,Transmission: 6-Speed Automatic,All Wheel Drive,6.98 sec,21 mpg,245 hp,5500,275 ft-lbs.,3000,4,2.00 L,"					Gas",Transmission: 6-Speed Automatic,4.58,2.96,1.91,1.45,1,0.75,,,3.51,2.94,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.20 in.,12.40 in.,NA in.,"					ABS Brakes",4-Wheel,P245/45VR19,P245/45VR19,19.00 in.,19.00 in.,8.50 in.,8.50 in.,P245/45VR19,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,997 lbs.",15.70 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",179.20 in.,73.4,65.20 in.,105.90 in.,62.40 in.,62.50 in.,,38.00 ft.,39.60 in.,42.80 in.,56.00 in.,54.40 in.,38.70 in.,36.80 in.,55.30 in.,52.80 in.,,,,
454,49025,Lincoln,MKT,2018,4,7,Transmission: 6-Speed Automatic w/SelectShift -inc: paddle activation,All Wheel Drive,5.29 sec,17 mpg,365 hp,5700,350 ft-lbs.,3500,6,3.50 L,"					Gas",Transmission: 6-Speed Automatic w/SelectShift -inc: paddle activation,4.48,2.87,1.84,1.41,1,0.74,,,3.16,2.88,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",13.90 in.,13.60 in.,NA in.,"					ABS Brakes",4-Wheel,P235/55HR19,P235/55HR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P235/55HR19,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,885 lbs.",18.60 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",207.60 in.,76,67.40 in.,117.90 in.,65.40 in.,65.30 in.,5.90 in.,41.50 ft.,40.10 in.,41.30 in.,58.60 in.,55.70 in.,39.00 in.,41.80 in.,58.10 in.,55.90 in.,33.50 in.,33.00 in.,49.10 in.,40.60 in.
455,56725,Lincoln,MKX,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift -inc: paddle activation,All Wheel Drive,5.61 sec,19 mpg,303 hp,6500,278 ft-lbs.,4000,6,3.70 L,"					Gas",Transmission: 6-Speed Automatic w/SelectShift -inc: paddle activation,4.48,2.87,1.84,1.41,1,0.74,,,3.65,2.88,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",,,,"					ABS Brakes",4-Wheel,P245/50VR20,P245/50VR20,20.00 in.,20.00 in.,9.00 in.,9.00 in.,P245/50VR20,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","4,387 lbs.",18.00 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",190.00 in.,76.1,66.20 in.,112.20 in.,64.80 in.,64.70 in.,,,37.80 in.,42.80 in.,58.90 in.,56.40 in.,38.60 in.,39.60 in.,59.00 in.,55.60 in.,,,,
456,49880,Lincoln,MKZ,2018,4,5,Transmission: 6-Speed SelectShift Automatic -inc: steering wheel-mounted paddle shifters,All Wheel Drive,6.02 sec,23 mpg,245 hp,5500,275 ft-lbs.,3000,4,2.00 L,"					Gas",Transmission: 6-Speed SelectShift Automatic -inc: steering wheel-mounted paddle shifters,4.58,2.96,1.91,1.45,1,0.75,,,3.36,2.94,Strut,Multi-Link,"					Front Disc Brakes","					Rear Disc Brakes",12.40 in.,12.40 in.,NA in.,"					ABS Brakes",4-Wheel,P245/40VR19,P245/40VR19,19.00 in.,19.00 in.,8.00 in.,8.00 in.,P245/40VR19,Compact,Aluminum,Aluminum,Steel,"					Tire Pressure Monitor","3,900 lbs.",18.00 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",194.10 in.,73.4,58.10 in.,112.20 in.,62.30 in.,62.00 in.,,38.00 ft.,37.90 in.,44.30 in.,57.70 in.,55.10 in.,36.50 in.,37.00 in.,55.30 in.,53.80 in.,,,,
